ID;DD;MM;ZZ;PP;DEPTO;MUNICIPIO;NOMBRE_PUESTO;MUJERES;HOMBRES;TOTAL;MESAS;COD.COM;COMUNA/LOCALIDAD;DIRECCION
3175;16;1;10;54;BOGOTA. D.C.;BOGOTA. D.C.;BOLIVIA;6.473;6.535;13.008;19;10;LOCALIDAD 10 ENGATIVA;CRA 103 D No. 86 A 72
5773;31;79;99;40;VALLE;PALMIRA;BOLO SAN ISIDRO;404;357;761;2;11;COMUNA 11;ESC. MONS. JOSE MANUEL SALCEDO
2879;16;1;5;41;BOGOTA. D.C.;BOGOTA. D.C.;BOLONIA;469;502;971;2;5;LOCALIDAD 5 USME;CLL 79 SUR No 10 - 50 ESTE
1639;9;103;99;1;CALDAS;RIOSUCIO;BONAFONT;379;430;809;2;;ESPECIAL: BONAFONT;INST EDUC CORREG BONAFONT
3146;16;1;10;21;BOGOTA. D.C.;BOGOTA. D.C.;BONANZA;1.233;1.218;2.451;4;10;LOCALIDAD 10 ENGATIVA;CLL 78 BIS # 69 T - 45
3544;16;1;19;46;BOGOTA. D.C.;BOGOTA. D.C.;BONAVISTA;2.291;2.261;4.552;7;19;LOCALIDAD 19 CIUDAD BOLIVAR;TV 70 G # 65 - 02 SUR
3922;21;1;99;2;MAGDALENA;SANTA MARTA;BONDA;596;559;1.155;2;1;LOC.1TAYRONA S.PEDRO ALEJANDR;IED BONDA CLL 5 No 12A-23 COL AMARILLO
2229;13;55;99;3;CORDOBA;SAN PELAYO;BONGA MELLA;296;302;598;1;;ESPECIAL: BONGA MELLA;ESC RURAL MIXTA BONGA MELLA
5653;31;37;99;1;VALLE;DAGUA;BORRERO AYERBE (OLAYA HERRERA;606;654;1.260;2;;ESPECIAL: BORRERO AYERBE (OLAYA HERRERA;I. E. BORRERO AYERBE SEDE CENTRAL VIA LA ZULIA
2914;16;1;7;1;BOGOTA. D.C.;BOGOTA. D.C.;BOSA;1.586;1.619;3.205;5;7;LOCALIDAD 7 BOSA;CLL 63 SUR No 81 A - 30
2924;16;1;7;13;BOGOTA. D.C.;BOGOTA. D.C.;BOSA BRASILIA;606;594;1.200;2;7;LOCALIDAD 7 BOSA;CLL 52A SUR No 87D - 45
2928;16;1;7;17;BOGOTA. D.C.;BOGOTA. D.C.;BOSA SAN JOSE;907;1.036;1.943;3;7;LOCALIDAD 7 BOSA;CRA 89BIS #85A-20SUR CRA 80K #85A-33SUR
2946;16;1;7;35;BOGOTA. D.C.;BOGOTA. D.C.;BOSANOVA;509;492;1.001;2;7;LOCALIDAD 7 BOSA;CLL 59B SUR No 87B-02
3129;16;1;10;4;BOGOTA. D.C.;BOGOTA. D.C.;BOSQUE POPULAR;1.143;1.088;2.231;4;10;LOCALIDAD 10 ENGATIVA;CRA 68 F No 63 B - 02
3202;16;1;10;84;BOGOTA. D.C.;BOGOTA. D.C.;BOSQUES DE MARIANA;386;385;771;2;10;LOCALIDAD 10 ENGATIVA;CRA 107 B BIS # 70F - 50
3126;16;1;10;1;BOGOTA. D.C.;BOGOTA. D.C.;BOYACA;4.444;4.698;9.142;14;10;LOCALIDAD 10 ENGATIVA;CLL 71 No 75 - 11
2861;16;1;5;23;BOGOTA. D.C.;BOGOTA. D.C.;BRASILIA;6.445;6.780;13.225;20;5;LOCALIDAD 5 USME;CRA 12B#73B-97 SUR CRA 12B #73B-31SUR
3454;16;1;18;3;BOGOTA. D.C.;BOGOTA. D.C.;BRAVO PAEZ;366;388;754;2;18;LOCALIDAD 18 RAFAEL URIBE URIB;KR 26 B # 35 B-49 SUR
2873;16;1;5;35;BOGOTA. D.C.;BOGOTA. D.C.;BRAZUELOS;721;791;1.512;3;5;LOCALIDAD 5 USME;CLL 104 SUR # 14 - 90
3644;17;15;99;15;CHOCO;CARMEN DEL DARIEN;BRISAS;131;117;248;1;;ESPECIAL: BRISAS;ESC BRISAS
1739;11;10;99;75;CAUCA;BUENOS AIRES;BRISAS DE MARILOPEZ;49;48;97;1;;ESPECIAL: BRISAS DE MARILOPEZ;I. E. AGROPECUARIA BRISAS DE MARILOPEZ
3536;16;1;19;38;BOGOTA. D.C.;BOGOTA. D.C.;BRISAS DEL VOLADOR;405;438;843;2;19;LOCALIDAD 19 CIUDAD BOLIVAR;CLL 76 SUR # 24A-11
2988;16;1;8;6;BOGOTA. D.C.;BOGOTA. D.C.;BRITALIA;586;610;1.196;2;8;LOCALIDAD 8 KENNEDY;CL 47 A SUR # 82 - 99
5613;31;31;99;1;VALLE;CANDELARIA;BUCHITOLO;148;129;277;1;;ESPECIAL: BUCHITOLO;S.E. FRANCISCO JOSE DE CALDAS
4099;23;16;99;5;NARIÑO;BARBACOAS;BUENAVISTA;111;97;208;1;;ESPECIAL: BUENAVISTA;C. E. BUENAVISTA
2693;16;1;1;20;BOGOTA. D.C.;BOGOTA. D.C.;BUENAVISTA;442;422;864;2;1;LOCALIDAD 1 USAQUEN;KR 5 B # 189 B-30
2228;13;55;99;1;CORDOBA;SAN PELAYO;BUENOS AIRES;329;303;632;1;;ESPECIAL: BUENOS AIRES;INSTITUCION EDUCATIVA BUENOS AIRES
3932;21;10;99;1;MAGDALENA;ARACATACA;BUENOS AIRES;273;221;494;1;;ESPECIAL: BUENOS AIRES;CLL 3 No 5A - 24
6366;64;23;99;6;PUTUMAYO;ORITO;BUENOS AIRES;100;82;182;1;;ESPECIAL: BUENOS AIRES;COL. ANTONIO NARIÑO
2074;13;1;99;43;CORDOBA;MONTERIA;BUENOS AIRES;222;196;418;1;34;CORREGIMIENTO 24 BUENOS AIRES;INST EDUCATIVA BUENOS AIRES - CGTO BUENOS AIRES
4085;23;1;99;24;NARIÑO;PASTO;BUESAQUILLO;525;504;1.029;2;20;CORREGIMIENTO 8 BUESAQUILLO;BUESAQUILLO
3695;17;38;99;97;CHOCO;EL LITORAL DEL SAN JUAN;BURUJON;51;56;107;1;;ESPECIAL: BURUJON;BURUJON
2604;15;250;0;2;CUNDINAMARCA;SOPO;C ACONDICIONAMIENTO Y PRE FISICA CAPF II;3.244;3.360;6.604;10;;ESPECIAL: C ACONDICIONAMIENTO Y PRE FISICA CAPF II;TRASVERSAL 6 No 1-29
6191;52;1;7;2;META;VILLAVICENCIO;C D I POPULAR;187;206;393;1;5;COMUNA 5;CLL 24 # 13-20 B. POPULAR
995;3;46;1;3;ATLANTICO;SABANALARGA;C D I SEMBRANDO VALORES;826;826;1.652;3;;ESPECIAL: C D I SEMBRANDO VALORES;CRA 18 No 3 - 50
251;1;19;1;3;ANTIOQUIA;ANDES;C DE DESARROLLO INFANTIL CDI CAFETERITOS;243;297;540;1;;ESPECIAL: C DE DESARROLLO INFANTIL CDI CAFETERITOS;CL 53 N 48 110 120 PLAZA DE FERIAS
1058;3;52;13;3;ATLANTICO;SOLEDAD;C PARA EL DES. AGROECOLO Y AGROINDUST NO;310;286;596;1;;ESPECIAL: C PARA EL DES. AGROECOLO Y AGROINDUST NO;CRA 24 CALLE 48
905;3;1;36;6;ATLANTICO;BARRANQUILLA;C. COMERCIAL Y EMPRESARIAL BLUE GARDENS;222;233;455;1;5;LOCALIDAD NO.5 RIOMAR;Carrera 53 No 100 50
1579;9;1;13;4;CALDAS;MANIZALES;C. DE DESARROLLO INFANTIL VILLA HERMOSA;600;697;1.297;2;12;COMUNA 12 NUEVO HORIZONTE;CRA 12 A # 54B-02
6338;64;1;2;4;PUTUMAYO;MOCOA;C. INTEGRA CIUDAD SUROCCIDENTE DE MOCOA;373;323;696;1;;ESPECIAL: C. INTEGRA CIUDAD SUROCCIDENTE DE MOCOA;CRA 5 No 3- 24
215;1;1;97;2;ANTIOQUIA;MEDELLIN;C.A.E. Sede LA ACOGIDA;0;0;0;0;;ESPECIAL: C.A.E. Sede LA ACOGIDA;Calle 57 No. 52-67 Barrio Prado Centro
214;1;1;97;1;ANTIOQUIA;MEDELLIN;C.A.E. Sede: Carlos Lleras;0;0;0;0;;ESPECIAL: C.A.E. Sede: Carlos Lleras;Calle 65C No. 94C-80 - Robledo
5348;31;1;2;3;VALLE;CALI;C.A.M.;3.393;3.924;7.317;11;2;COMUNA 2;AV 2N CL 10 Y 11
1325;7;1;2;2;BOYACA;TUNJA;C.A.S.D. BARRIO SAN ANTONIO;396;220;616;1;;ESPECIAL: C.A.S.D. BARRIO SAN ANTONIO;CLL 2 # 2-02
1033;3;52;7;2;ATLANTICO;SOLEDAD;C.ARQUIDIOCESANO SAN PANCRACIO;1.085;1.078;2.163;4;;ESPECIAL: C.ARQUIDIOCESANO SAN PANCRACIO;CL 77 No. 22F-46
3435;16;1;16;40;BOGOTA. D.C.;BOGOTA. D.C.;C.C. OUTLET FACTORY;1.391;1.327;2.718;4;16;LOCALIDAD 16 PUENTE ARANDA;CRA 65 No 67A-16 AV CLL 9 No 62-84 ENTRADA 1 y 2
3974;21;31;2;2;MAGDALENA;FUNDACION;C.D.I. LA LUZ;3.743;2.312;6.055;9;;ESPECIAL: C.D.I. LA LUZ;TRANSV. 28 DIAG 6-200 AEROPUERTO
789;3;1;7;3;ATLANTICO;BARRANQUILLA;C.DIST.SARIT ARTETA DE VASQUEZ;574;529;1.103;2;1;LOCALIDAD NO.1 SUR OCCIDENTE;KR 18 #47- 76
775;3;1;3;4;ATLANTICO;BARRANQUILLA;C.DTAL.EL SILENCIO(ANT CEB 050;1.168;1.172;2.340;4;1;LOCALIDAD NO.1 SUR OCCIDENTE;CL 73 C #26 B 2-55
5988;46;1;1;2;CASANARE;YOPAL;C.E. MARCO FIDEL SUAREZ;419;456;875;2;1;COMUNA 1 CIRO REINA;CALLE 13 TRASVERSAL 18 - 65
908;3;1;37;3;ATLANTICO;BARRANQUILLA;C.E.D.LIBERTADOR SIMON BOLIVAR;885;835;1.720;3;5;LOCALIDAD NO.5 RIOMAR;CL 106 KR 85
586;1;187;99;4;ANTIOQUIA;MUTATA;C.E.R PAVARANDROGRANDE;461;442;903;2;;ESPECIAL: C.E.R PAVARANDROGRANDE;CORREGIMIENTO PAVARANDOGRANDE
662;1;231;99;82;ANTIOQUIA;SAN JUAN DE URABA;C.E.R SAN NICOLAS DEL RIO;229;219;448;1;;ESPECIAL: C.E.R SAN NICOLAS DEL RIO;CGTO SAN NICOLAS DEL RIO
1080;5;1;5;1;BOLIVAR;CARTAGENA;C.ECON. PIEDRA DE BOL UNIV. C/GENA;418;410;828;2;1;LOC. 1 HISTORICA Y DEL CARIBE;AV CONSULADO CLL 30 NO 48-152 PIEDRA DE BOLIVAR
2538;15;239;2;1;CUNDINAMARCA;SIBATE;C.I.C BALCONES DE SAN JOSE;1.829;2.032;3.861;6;;ESPECIAL: C.I.C BALCONES DE SAN JOSE;CALLE 4 B ENTRE CRA 8A Y 9
3817;19;61;1;7;HUILA;PITALITO;C.I.C. VENECIA;799;744;1.543;3;2;COMUNA 2 ORIENTAL;CLL 4 ENTRE CRA 7 Y 8 ESTE
4954;27;121;1;1;SANTANDER;LEBRIJA;C.NTR.SRA.DE LAS MERCEDES SA;1.625;1.708;3.333;5;;ESPECIAL: C.NTR.SRA.DE LAS MERCEDES SA;CALLE 11 No. 8 - 21
4956;27;121;2;1;SANTANDER;LEBRIJA;C.NTR.SRA.DE LAS MERCEDES SB;1.238;1.663;2.901;5;;ESPECIAL: C.NTR.SRA.DE LAS MERCEDES SB;CALLE 13 No. 14 - 160
1372;7;67;2;4;BOYACA;CHIQUINQUIRA;C.PIO ALBERTO SECCION SECUNDA;617;733;1.350;2;;ESPECIAL: C.PIO ALBERTO SECCION SECUNDA;KR 7 #30-39
155;1;1;24;6;ANTIOQUIA;MEDELLIN;C4TA CIUDADELA;498;554;1.052;2;12;COMUNA 12 LA AMERICA;CL 42C 95 51
1485;7;277;98;1;BOYACA;SOGAMOSO;CaRCEL DEL CIRCUITO;1;1;2;1;;ESPECIAL: CaRCEL DEL CIRCUITO;CR 9A NO 1A-16 SUR
715;1;270;98;1;ANTIOQUIA;TARAZA;CaRCEL MUNICIPAL;1;7;8;1;;ESPECIAL: CaRCEL MUNICIPAL;CRA 30 No 29- 09
1984;12;525;0;0;CESAR;GONZALEZ;CAB. MUNICIPAL/ IE JORGE ELICER GAITAN;715;763;1.478;3;;ESPECIAL: CAB. MUNICIPAL/ IE JORGE ELICER GAITAN;COL. JORGE ELIECER GAITAN BRR.
2865;16;1;5;27;BOGOTA. D.C.;BOGOTA. D.C.;CABAÑAS;353;372;725;2;5;LOCALIDAD 5 USME;CLL 80A SUR NO 5 - 15
4861;27;71;0;0;SANTANDER;EL CARMEN;CABECERA MUNICIPAL;1.805;1.941;3.746;6;;ESPECIAL: CABECERA MUNICIPAL;COLISEO CUBIERTO JOSE DARIO DIAZ CLL 3 CON CRA 6
6036;46;640;0;0;CASANARE;OROCUE;CABECERA MUNICIPAL;1.323;1.472;2.795;5;;ESPECIAL: CABECERA MUNICIPAL;I.E. LUIS CARLOS GALAN CLL 5 NO 10 D 27
4770;27;10;0;0;SANTANDER;ARATOCA;CABECERA MUNICIPAL - COLEGIO SAN LUIS;849;958;1.807;3;;ESPECIAL: CABECERA MUNICIPAL - COLEGIO SAN LUIS;AVENIDA EL RAMAL
3707;17;82;0;0;CHOCO;NUEVO BELEN DE BAJIRA;CABECERA MUNICIPAL - IE BELEN DE BAJIRA;1.010;861;1.871;3;;ESPECIAL: CABECERA MUNICIPAL - IE BELEN DE BAJIRA;BARRIO EL INDIO
2000;12;750;0;0;CESAR;RIO DE ORO;CABECERA MUNICIPAL-IE NORMAL SUPERIOR;2.744;3.524;6.268;10;;ESPECIAL: CABECERA MUNICIPAL-IE NORMAL SUPERIOR;CLL EL BOSQUE #2-62
6138;48;16;99;15;LA GUAJIRA;URIBIA;CABO DE LA VELA;616;431;1.047;2;;ESPECIAL: CABO DE LA VELA;IE INTERNADO INDIGENA
4079;23;1;99;10;NARIÑO;PASTO;CABRERA;155;145;300;1;16;CORREGIMIENTO 4 CABRERA;CABRERA
2116;13;19;99;5;CORDOBA;CHINU;CACAOTAL;198;197;395;1;;ESPECIAL: CACAOTAL;C.E. CACAOTAL
5044;27;208;99;1;SANTANDER;SURATA;CACHIRI;39;53;92;1;;ESPECIAL: CACHIRI;SALON COMUNAL - CACHIRI
3120;16;1;9;37;BOGOTA. D.C.;BOGOTA. D.C.;CACIQUE HYNTIBA;510;656;1.166;2;9;LOCALIDAD 9 FONTIBON;CLL 17A No 99-53
5518;31;1;97;1;VALLE;CALI;CAE - Sede Buen Pastor;0;0;0;0;;ESPECIAL: CAE - Sede Buen Pastor;Calle 31A No. 27b-34 Barrio La Fortaleza
6329;60;1;97;1;AMAZONAS;LETICIA;CAE - Sede Casa del Menor;0;0;0;0;;ESPECIAL: CAE - Sede Casa del Menor;Carrera 5 calle 15-40 Barrio La Esperanza
4674;26;60;97;1;QUINDIO;MONTENEGRO;CAE - Sede la Primavera;0;0;0;0;;ESPECIAL: CAE - Sede la Primavera;Carrera 4 No. 4-85 Barrio Antonio Nariño
5519;31;1;97;2;VALLE;CALI;CAE - Sede Valle de Lili;0;0;0;0;;ESPECIAL: CAE - Sede Valle de Lili;Carrera 108 No. 48-91 Kilómetro 1 Vía Jamundí
1921;12;1;97;1;CESAR;VALLEDUPAR;CAE- Ctro de Formacion Juvenil del Cesar;0;0;0;0;;ESPECIAL: CAE- Ctro de Formacion Juvenil del Cesar;Carrera 19 E No. 6-32 Barrio La Esperanza, Centro
4072;23;1;97;1;NARIÑO;PASTO;CAE Instituto de Orientación Santo Angel;0;0;0;0;;ESPECIAL: CAE Instituto de Orientación Santo Angel;Calle 21E # 4E-430, Barrio la Estrella (kilómetro
1311;5;118;97;1;BOLIVAR;TURBACO;CAE y CIP - Sede Nueva vida;0;0;0;0;;ESPECIAL: CAE y CIP - Sede Nueva vida;Carrera 15 No. 22-284 Urbanización La Granja
3749;19;1;97;1;HUILA;NEIVA;CAE y CIP Los Samanes;0;0;0;0;;ESPECIAL: CAE y CIP Los Samanes;Calle 58 No. 1w-65
1582;9;1;97;2;CALDAS;MANIZALES;CAE y SRPA - Sede Los Zagales;0;0;0;0;;ESPECIAL: CAE y SRPA - Sede Los Zagales;Kilómetro 1 abajo del terminal Villapilar - Barrio
3596;17;1;97;1;CHOCO;QUIBDO;CAE-SRPA Sd Cristo Rey,Juan A. Palacio;0;0;0;0;;ESPECIAL: CAE-SRPA Sd Cristo Rey,Juan A. Palacio;Kilómetro 8 vía yuto
3326;16;1;12;25;BOGOTA. D.C.;BOGOTA. D.C.;CAFAM AV. 68;1.768;1.864;3.632;6;12;LOCALIDAD 12 BARRIOS UNIDOS;AV.CRA 68 # 96-50 /AV CRA68 #90-88
3338;16;1;13;8;BOGOTA. D.C.;BOGOTA. D.C.;CAFAM CALLE 51;237;265;502;1;13;LOCALIDAD 13 TEUSAQUILLO;CRA 16 # 51-20/26 (PARQUEADERO)
3490;16;1;18;48;BOGOTA. D.C.;BOGOTA. D.C.;CAFAM SANTA LUCIA;1.414;1.372;2.786;5;18;LOCALIDAD 18 RAFAEL URIBE URIB;DIAG 36 SUR # 16B-26 CRA 13G #37-80 SUR
3751;19;1;99;3;HUILA;NEIVA;CAGUAN;654;631;1.285;2;13;CORREGIMIENTO CAGUAN;KR 5 # 3-34
3778;19;34;99;3;HUILA;GARZON;CAGUANCITO;236;285;521;1;;ESPECIAL: CAGUANCITO;INST.EDUC.CAGUANCITO
4990;27;160;5;4;SANTANDER;PIEDECUESTA;CAIF CAMINO A BELEN;685;633;1.318;2;;ESPECIAL: CAIF CAMINO A BELEN;CALLE 6N No 4 - 40 JUNIN
4325;24;1;99;48;RISARALDA;PEREIRA;CAIMALITO;172;113;285;1;26;CORREGIMIENTO CAIMALITO;BODEGAS DE INVIAS CONTIGUO A BOMBEROS
5796;31;91;99;1;VALLE;ROLDANILLO;CAJAMARCA;15;18;33;1;;ESPECIAL: CAJAMARCA;ESC. Rural Santa. LucÃ­a
1715;11;1;99;37;CAUCA;POPAYAN;CAJETE;363;311;674;1;22;CORREGIMIENTO 13;INSTITUCION EDUCATIVA
3924;21;1;99;4;MAGDALENA;SANTA MARTA;CALABAZO;228;218;446;1;1;LOC.1TAYRONA S.PEDRO ALEJANDR;SD CALABAZO IED LA REVUELTA TRON. DEL CAR. KM 21
3562;16;1;19;64;BOGOTA. D.C.;BOGOTA. D.C.;CALASANZ BUENAVISTA;302;266;568;1;19;LOCALIDAD 19 CIUDAD BOLIVAR;CRA 17F No 77 - 75 SUR - CRA 17F No 77 A - 11 SUR
2676;16;1;1;3;BOGOTA. D.C.;BOGOTA. D.C.;CALAZANS;896;832;1.728;3;1;LOCALIDAD 1 USAQUEN;CRA 20A #173A-10 ENTRADA AL PARQUEADERO
1714;11;1;99;25;CAUCA;POPAYAN;CALIBIO;207;200;407;1;18;CORREGIMIENTO 09;INSTITUCION EDUCATIVA
2203;13;40;99;5;CORDOBA;SAN ANDRES DE SOTAVENTO;CALLE LARGA;315;350;665;1;;ESPECIAL: CALLE LARGA;C.E. CL LARGA.
2245;13;58;99;5;CORDOBA;TIERRALTA;CALLEJAS;197;199;396;1;;ESPECIAL: CALLEJAS;INSTITUCION EDUCATIVA 1 DE MAYO CALLEJAS
6079;48;1;99;2;LA GUAJIRA;RIOHACHA;CAMARONES;449;440;889;2;11;CORREGIMIENTO CAMARONES;INST. EDUC. LUIS ANTONIO ROBLES
2668;15;340;2;4;CUNDINAMARCA;ZIPAQUIRA;CAMI PAUZ;306;331;637;1;5;COMUNA 5;CLL 2F No 3 - 15 BARANDILLAS
2762;16;1;3;1;BOGOTA. D.C.;BOGOTA. D.C.;CAMILO TORRES;767;828;1.595;3;3;LOCALIDAD 3 SANTA FE;KR 7 # 33-64
5547;31;19;2;7;VALLE;BUENAVENTURA;CAMINANTES DEL FUTURO;315;275;590;1;1;LOCALIDAD 1 ISLA CASCAJAL;CRA 21 # 4-20 B. PALOSECO
6090;48;5;99;8;LA GUAJIRA;DIBULLA;CAMPANA NUEVO;247;225;472;1;;ESPECIAL: CAMPANA NUEVO;INST. EDU. BUENOS AIRES
2220;13;49;99;1;CORDOBA;SAN CARLOS;CAMPANITO (CALLEMAR);187;187;374;1;;ESPECIAL: CAMPANITO (CALLEMAR);C.E. CAMPANITO
2249;13;58;99;17;CORDOBA;TIERRALTA;CAMPO BELLO;394;448;842;2;;ESPECIAL: CAMPO BELLO;ESC.REAS CAMPO BELLO
2404;15;103;0;1;CUNDINAMARCA;GACHETA;CAMPO DEPORTIVO LA COLOMBIA;546;546;1.092;2;;ESPECIAL: CAMPO DEPORTIVO LA COLOMBIA;CALLE 3 NO 4 32
5968;44;10;99;4;CAQUETA;SAN VICENTE DEL CAGUAN;CAMPO HERMOSO;359;400;759;2;;ESPECIAL: CAMPO HERMOSO;I E R CAMPO HERMOSO
2951;16;1;7;40;BOGOTA. D.C.;BOGOTA. D.C.;CAMPO VERDE - POTRERITOS;1.682;1.621;3.303;5;7;LOCALIDAD 7 BOSA;CLL 82 SUR No 89-21
2809;16;1;4;26;BOGOTA. D.C.;BOGOTA. D.C.;CANADA GUIRA;310;272;582;1;4;LOCALIDAD 4 SAN CRISTOBAL;CLL 48 SUR # 2-27 ESTE
6270;52;35;99;4;META;GRANADA;CANAGUARO;273;342;615;1;;ESPECIAL: CANAGUARO;ESC. LUIS LOPEZ DE MESA
2694;16;1;1;21;BOGOTA. D.C.;BOGOTA. D.C.;CANAIMA;350;423;773;2;1;LOCALIDAD 1 USAQUEN;CLL 195 No 19-50 VIA PUB-CLL 195 No 20-91 VIA PUB
4554;25;69;2;2;NORTE DE SAN;PUERTO SANTANDER;CANCHA 23 DE ABRIL;725;359;1.084;2;;ESPECIAL: CANCHA 23 DE ABRIL;BARRIO 23 DE ABRIL
2500;15;175;0;2;CUNDINAMARCA;NEMOCON;CANCHA DE HOCKEY;475;518;993;2;;ESPECIAL: CANCHA DE HOCKEY;CRA 3 No 4-37
4533;25;61;2;2;NORTE DE SAN;OCAÑA;CANCHA JUAN XXIII;982;768;1.750;3;4;COMUNA4 SUROCCIDENTAL ADOLFO M;CLL 2 CRA 14 ESQUINA BARRIO JUAN XXIII
467;1;121;7;3;ANTIOQUIA;ENVIGADO;CANCHA LA MERCED;228;270;498;1;;ESPECIAL: CANCHA LA MERCED;CALLE 40 E SUR No 40 -30
4536;25;61;2;5;NORTE DE SAN;OCAÑA;CANCHA MARABEL;569;493;1.062;2;4;COMUNA4 SUROCCIDENTAL ADOLFO M;CARRERA 25 ENTRE CALLE 6A BARIO MARABEL
3280;16;1;11;79;BOGOTA. D.C.;BOGOTA. D.C.;CANCHA MULTIPLE SIRENA II;1.570;1.522;3.092;5;11;LOCALIDAD 11 SUBA;CRA 59 ENTRE CLL 152B Y 153 / CRA 59 #152B-50
1966;12;300;99;27;CESAR;CHIMICHAGUA;CANDELARIA;247;240;487;1;;ESPECIAL: CANDELARIA;COL. LORENZA BUSTA CALLE CENTRAL
2140;13;22;99;52;CORDOBA;LORICA;CANDELARIA;176;199;375;1;;ESPECIAL: CANDELARIA;IE CANDELARIA HACIENDA
3510;16;1;19;12;BOGOTA. D.C.;BOGOTA. D.C.;CANDELARIA LA NUEVA;539;639;1.178;2;19;LOCALIDAD 19 CIUDAD BOLIVAR;DIAG 64A SUR# 41-51 CRA 43A # 66-51 SUR
1661;9;127;99;3;CALDAS;VICTORIA;CAÑAVERAL;88;93;181;1;;ESPECIAL: CAÑAVERAL;I.E. CAÑAVERAL-VDA CANAVERA
1313;5;118;99;1;BOLIVAR;TURBACO;CAÑAVERAL;315;304;619;1;7;CORREGIMIENTO CAÑAVERAL;COR.CAÑAVERAL PLAZA PpAL Cl LA CONCEP
6042;46;680;99;12;CASANARE;PAZ DE ARIPORO (MORENO);CAÑO CHIQUITO;31;45;76;1;;ESPECIAL: CAÑO CHIQUITO;SEDE IE CAÑO CHIQUITO
1171;5;1;99;5;BOLIVAR;CARTAGENA;CAÑO DE LORO;222;187;409;1;1;LOC. 1 HISTORICA Y DEL CARIBE;I.E.SAN JOSE CAÑO
2063;13;1;99;13;CORDOBA;MONTERIA;CAÑO VIEJO PALOTAL;349;340;689;1;14;CORREG 4 CAÑO VIEJO PALOTAL;IE CAÑO VIEJO - CGTO CAÑO VIEJO PALOTAL
3606;17;4;99;3;CHOCO;ACANDI;CAPITAN;5;2;7;1;;ESPECIAL: CAPITAN;CASETA COMUNAL
3607;17;4;99;4;CHOCO;ACANDI;CAPURGANA;163;166;329;1;;ESPECIAL: CAPURGANA;ESC. RURAL
1719;11;4;99;1;CAUCA;ALMAGUER;CAQUIONA;157;168;325;1;;ESPECIAL: CAQUIONA;COLEGIO STA MARIA DE CAQUIONA
1218;5;22;99;5;BOLIVAR;EL CARMEN DE BOLIVAR;CARACOLI;241;257;498;1;;ESPECIAL: CARACOLI;ESC. RURAL CGTO DE CARACOLI
3534;16;1;19;36;BOGOTA. D.C.;BOGOTA. D.C.;CARACOLI;466;442;908;2;19;LOCALIDAD 19 CIUDAD BOLIVAR;Cl 77 Sur No. 73 C 18
1977;12;410;99;20;CESAR;EL COPEY;CARACOLICITO;262;252;514;1;;ESPECIAL: CARACOLICITO;COLEGIO JOSE AGUSTIN MACKENZIE
2246;13;58;99;9;CORDOBA;TIERRALTA;CARAMELO;198;192;390;1;;ESPECIAL: CARAMELO;ESC. NVA CARAMELO
2948;16;1;7;37;BOGOTA. D.C.;BOGOTA. D.C.;CARBONELL;824;811;1.635;3;7;LOCALIDAD 7 BOSA;DIAG 71C BIS A SUR No 77G-15
256;1;19;98;1;ANTIOQUIA;ANDES;CARCEL;0;9;9;1;;ESPECIAL: CARCEL;CLL 49A No 55-154
301;1;43;98;1;ANTIOQUIA;BARBOSA;CARCEL;0;1;1;1;;ESPECIAL: CARCEL;KR 10 # 16 - 60
349;1;58;98;1;ANTIOQUIA;BOLIVAR;CARCEL;0;6;6;1;;ESPECIAL: CARCEL;CLL. 49 # 37 - 81
411;1;88;98;1;ANTIOQUIA;CAUCASIA;CARCEL;0;4;4;1;;ESPECIAL: CARCEL;CL 17 CRR 9 ESQUINA
479;1;124;98;1;ANTIOQUIA;FREDONIA;CARCEL;1;13;14;1;;ESPECIAL: CARCEL;KR 50 # 47 - 32
546;1;160;98;1;ANTIOQUIA;JERICO;CARCEL;0;3;3;1;;ESPECIAL: CARCEL;CARRERA 6 NO 4 29.
554;1;163;98;1;ANTIOQUIA;LA CEJA;CARCEL;4;3;7;1;;ESPECIAL: CARCEL;KR 18 # 20 - 68
609;1;205;98;1;ANTIOQUIA;PUERTO BERRIO;CARCEL;0;6;6;1;;ESPECIAL: CARCEL;CLL 50 No 10 - 03
681;1;247;98;1;ANTIOQUIA;SANTA BARBARA;CARCEL;0;5;5;1;;ESPECIAL: CARCEL;CLL 50 No 51 - 26
689;1;250;98;1;ANTIOQUIA;SANTA ROSA DE OSOS;CARCEL;2;2;4;1;;ESPECIAL: CARCEL;CL 27 35A 03
707;1;262;98;1;ANTIOQUIA;SONSON;CARCEL;1;7;8;1;;ESPECIAL: CARCEL;KR 7 NO 12 - 17
710;1;268;98;1;ANTIOQUIA;TAMESIS;CARCEL;0;4;4;1;;ESPECIAL: CARCEL;KR 10 #9-40
756;1;295;98;1;ANTIOQUIA;YARUMAL;CARCEL;3;9;12;1;;ESPECIAL: CARCEL;KR 21 # 20 - 07
1234;5;28;98;1;BOLIVAR;MAGANGUE;CARCEL;0;8;8;1;;ESPECIAL: CARCEL;CALLE 13 N66-36
1341;7;1;98;1;BOYACA;TUNJA;CARCEL;1;1;2;1;;ESPECIAL: CARCEL;CL 31 #2-15
1358;7;49;98;1;BOYACA;COMBITA;CARCEL;0;3;3;1;;ESPECIAL: CARCEL;INSTALACIONES PENITENCIARIA COMBITA
